Date,Product_ID,Product_Name,Category,Selling_Price,Beginning_Stock,Units_Sold,Revenue,Ending_Stock
28/02/2025,ef55b232-c0fa-4fa5-aae4-500f08643b10,GE 275,Curtain Wall,30500,8,3,91500,5
28/02/2025,c96ec18d-fbf9-48a1-83e5-05a68a227a7f,GE 195,Sliding,25000,15,1,25000,14
28/02/2025,f3612a9a-f658-4eaf-bb03-13b68dea493e,GE 243,Sliding,29000,19,1,29000,18
28/02/2025,de61d4ef-b3e7-49fa-824e-e2770097cd85,GE 192,Sliding,27500,17,8,220000,9
28/02/2025,fcdb2da0-0c77-44f3-8a05-d2a349b5a763,GE 75,Doors,28000,16,5,140000,11
28/02/2025,f22b8e3a-64a0-4f01-8977-721ecba85cce,GE 125,Doors,18000,18,9,162000,9
28/02/2025,86de73fe-1591-4fbe-9df5-33afede89921,GE 142,Doors,13500,18,1,13500,17
28/02/2025,94d632d2-74cd-456f-a632-cca1c5242f5e,GE 68,Doors,12000,18,8,96000,10
28/02/2025,07259106-c125-42f6-b701-0592a48bc669,GE 172,Doors,15000,18,5,75000,13
28/02/2025,04d35512-cec6-4e48-864e-4d5b6d08684d,GE 211,Doors,20000,19,4,80000,15
28/02/2025,7f66913b-cf98-4cd9-b556-8d87a7c81149,GE 89,Doors,15000,16,5,75000,11
28/02/2025,bab30b58-c96f-4634-9360-24b3d6cfed3a,GE 210,Doors,18000,11,9,162000,2
28/02/2025,50cc8925-653e-43d6-81c4-a48837225986,GE 90,Doors,18500,10,2,37000,8
28/02/2025,460012e9-0330-49a1-b02f-c89101310a7c,GE 255,Doors,20500,15,8,164000,7
28/02/2025,946c62b7-ced8-42ca-b8d7-fd8149781b85,GE 230,Doors,18500,12,1,18500,11
28/02/2025,3413b9e8-2970-4779-bb38-00b66378bf4c,GE 44,Doors,25900,9,3,77700,6
28/02/2025,9abc5851-c541-481b-b608-a8fd014cd5fe,GE 46,Doors,15500,14,7,108500,7
28/02/2026,60bad51b-32e6-4611-989a-892f63ea1721,GE 55,Doors,15000,12,3,45000,9
28/02/2026,01ffe34c-f81a-4674-8dcd-1582d59b0288,GE 53,Doors,18500,14,6,111000,8
28/02/2026,bfcd436f-18f8-4297-9931-36c1e5670d60,GE 120,Window,16000,12,5,80000,7
28/02/2026,ed89a15d-5ce2-4008-87fe-c7c2803d6c38,GE 110,Window,20000,8,5,100000,3
28/02/2026,947272da-97c7-4d73-ac89-7dcc3727aa33,GE 162,Window,18000,13,5,90000,8
28/02/2026,e34b546d-7b56-4f83-b8f7-3f27a4a89a3b,GE 108,Window,22500,16,3,67500,13
28/02/2026,c25f34c8-8678-4433-a4e1-58c99730f9ec,PD Door,Casement,13500,12,4,54000,8
28/02/2026,7f49f977-2bc6-4685-9de8-951c1a0302a5,GE 40,Casement,27500,18,7,192500,11
28/02/2026,508d4434-222f-4b32-9f5a-1476a1328abf,Top Hung,Sliding,29000,12,5,145000,7
28/02/2026,37835726-5665-42f5-8650-e32c11248a80,GE 157,Sliding,25950,11,6,155700,5
28/02/2026,8b7c8a04-4078-4c97-a4fc-0a02237b5f6a,Glass Railings,Railings,27500,9,1,27500,8
28/02/2026,a5c371f6-48a9-4ff2-bacb-ce938d78bae6,Canopy,Canopy,35500,9,7,248500,2
28/02/2026,ecafecf1-549a-464d-8d0b-f7e9f9b06758,Mullion 120,Curtain Wall,45000,19,6,270000,13
28/02/2026,12516a01-4422-47b7-baa8-cd8114dd57cd,GE 75,Door,28000,12,1,28000,11
28/02/2026,c96ec18d-fbf9-48a1-83e5-05a68a227a7f,GE 155,Door,22000,10,1,22000,9
28/02/2026,c5eda2cf-da7c-4097-905b-5e80ff178364,Shower Enclosure,Shower,16000,8,7,112000,1
28/02/2026,ef6562b3-fc34-4cd4-a306-1d4378d7f9f4,GE 155,Casement,22000,18,1,22000,17
28/02/2026,c436211f-2f1e-490d-910a-376005de373e,GE 220,Casement,18000,14,2,36000,12
28/02/2026,06ccee25-8910-4179-8598-0c5c86e8dddb,GE 88,Windows,22000,11,2,44000,9
28/02/2026,6b5d7df9-72a7-4e2a-ae12-4c7b63b0ce09,GE 167,Windows,25500,10,5,127500,5
28/02/2026,735034b4-daa2-4f3b-9b0c-2271f229bf34,GE 196,Windows,21500,11,6,129000,5
28/02/2026,6b1e998e-61c8-4852-bc43-fa12ee937bed,GE 173,Windows,12500,14,5,62500,9
28/02/2026,5558231e-211d-438e-be31-b84465237df9,GE 200,Windows,25500,8,3,76500,5
28/02/2026,d81c2f9c-1458-4d24-9f9b-369e4ac32b66,GE 201,Windows,15500,17,4,62000,13
28/02/2026,c07787b4-eca4-4122-b8f8-9853c61d4345,GE 250,Windows,29500,17,1,29500,16
28/02/2026,216a269f-65f9-4c21-8b5a-aead377717f3,GE 299,Windows,24500,11,6,147000,5
28/02/2026,2ec8374c-2898-4d99-ba50-479f446fd759,GE 166,Windows,15500,16,8,124000,8
28/02/2026,8fe30126-021d-4823-a675-9e1f929f2926,GE 232,Windows,10500,16,9,94500,7
28/02/2026,f3612a9a-f658-4eaf-bb03-13b68dea493e,GE 242,Canopy,29900,11,0,0,11
28/02/2026,8c222d94-46c7-4051-a465-ee073f50fb57,GE 139,Canopy,30900,8,6,185400,2
28/02/2026,63864ea6-eb45-4a8c-be75-51e170f483b8,GE 240,Railings,25000,18,10,250000,8
28/02/2026,12516a01-4422-47b7-baa8-cd8114dd57cd,GE 245,Railings,29000,9,8,232000,1
28/02/2026,b5f2fc3d-3360-477d-829c-86ce2fc68a37,GE 246,Railings,29000,13,8,232000,5
28/02/2026,ef55b232-c0fa-4fa5-aae4-500f08643b10,GE 275,Curtain Wall,30500,17,6,183000,11
28/02/2026,c96ec18d-fbf9-48a1-83e5-05a68a227a7f,GE 195,Sliding,25000,16,1,25000,15
28/02/2026,f3612a9a-f658-4eaf-bb03-13b68dea493e,GE 243,Sliding,29000,11,9,261000,2
28/02/2026,de61d4ef-b3e7-49fa-824e-e2770097cd85,GE 192,Sliding,27500,11,6,165000,5
28/02/2026,fcdb2da0-0c77-44f3-8a05-d2a349b5a763,GE 75,Doors,28000,9,6,168000,3
28/02/2026,f22b8e3a-64a0-4f01-8977-721ecba85cce,GE 125,Doors,18000,12,8,144000,4
28/02/2026,86de73fe-1591-4fbe-9df5-33afede89921,GE 142,Doors,13500,8,8,108000,0
28/02/2026,94d632d2-74cd-456f-a632-cca1c5242f5e,GE 68,Doors,12000,9,6,72000,3
28/02/2026,07259106-c125-42f6-b701-0592a48bc669,GE 172,Doors,15000,17,1,15000,16
28/02/2026,04d35512-cec6-4e48-864e-4d5b6d08684d,GE 211,Doors,20000,16,3,60000,13
28/02/2026,7f66913b-cf98-4cd9-b556-8d87a7c81149,GE 89,Doors,15000,10,9,135000,1
28/02/2026,bab30b58-c96f-4634-9360-24b3d6cfed3a,GE 210,Doors,18000,10,8,144000,2
28/02/2026,50cc8925-653e-43d6-81c4-a48837225986,GE 90,Doors,18500,10,1,18500,9
28/02/2026,460012e9-0330-49a1-b02f-c89101310a7c,GE 255,Doors,20500,13,1,20500,12
28/02/2026,946c62b7-ced8-42ca-b8d7-fd8149781b85,GE 230,Doors,18500,19,2,37000,17
28/02/2026,3413b9e8-2970-4779-bb38-00b66378bf4c,GE 44,Doors,25900,12,2,51800,10
28/02/2026,9abc5851-c541-481b-b608-a8fd014cd5fe,GE 46,Doors,15500,17,4,62000,13
29/02/2024,60bad51b-32e6-4611-989a-892f63ea1721,GE 55,Doors,15000,12,5,75000,7
29/02/2024,01ffe34c-f81a-4674-8dcd-1582d59b0288,GE 53,Doors,18500,12,7,129500,5
29/02/2024,bfcd436f-18f8-4297-9931-36c1e5670d60,GE 120,Window,16000,16,1,16000,15
29/02/2024,ed89a15d-5ce2-4008-87fe-c7c2803d6c38,GE 110,Window,20000,19,7,140000,12
29/02/2024,947272da-97c7-4d73-ac89-7dcc3727aa33,GE 162,Window,18000,16,2,36000,14
29/02/2024,e34b546d-7b56-4f83-b8f7-3f27a4a89a3b,GE 108,Window,22500,14,6,135000,8
29/02/2024,c25f34c8-8678-4433-a4e1-58c99730f9ec,PD Door,Casement,13500,11,4,54000,7
29/02/2024,7f49f977-2bc6-4685-9de8-951c1a0302a5,GE 40,Casement,27500,13,5,137500,8
29/02/2024,508d4434-222f-4b32-9f5a-1476a1328abf,Top Hung,Sliding,29000,13,4,116000,9
29/02/2024,37835726-5665-42f5-8650-e32c11248a80,GE 157,Sliding,25950,16,7,181650,9
29/02/2024,8b7c8a04-4078-4c97-a4fc-0a02237b5f6a,Glass Railings,Railings,27500,17,2,55000,15
29/02/2024,a5c371f6-48a9-4ff2-bacb-ce938d78bae6,Canopy,Canopy,35500,12,1,35500,11
29/02/2024,ecafecf1-549a-464d-8d0b-f7e9f9b06758,Mullion 120,Curtain Wall,45000,10,7,315000,3
29/02/2024,12516a01-4422-47b7-baa8-cd8114dd57cd,GE 75,Door,28000,18,7,196000,11
29/02/2024,c96ec18d-fbf9-48a1-83e5-05a68a227a7f,GE 155,Door,22000,15,7,154000,8
29/02/2024,c5eda2cf-da7c-4097-905b-5e80ff178364,Shower Enclosure,Shower,16000,12,1,16000,11
29/02/2024,ef6562b3-fc34-4cd4-a306-1d4378d7f9f4,GE 155,Casement,22000,14,2,44000,12
29/02/2024,c436211f-2f1e-490d-910a-376005de373e,GE 220,Casement,18000,18,2,36000,16
29/02/2024,06ccee25-8910-4179-8598-0c5c86e8dddb,GE 88,Windows,22000,16,1,22000,15
29/02/2024,6b5d7df9-72a7-4e2a-ae12-4c7b63b0ce09,GE 167,Windows,25500,17,7,178500,10
29/02/2024,735034b4-daa2-4f3b-9b0c-2271f229bf34,GE 196,Windows,21500,11,5,107500,6
29/02/2024,6b1e998e-61c8-4852-bc43-fa12ee937bed,GE 173,Windows,12500,18,6,75000,12
29/02/2024,5558231e-211d-438e-be31-b84465237df9,GE 200,Windows,25500,8,1,25500,7
29/02/2024,d81c2f9c-1458-4d24-9f9b-369e4ac32b66,GE 201,Windows,15500,10,5,77500,5
29/02/2024,c07787b4-eca4-4122-b8f8-9853c61d4345,GE 250,Windows,29500,15,2,59000,13
29/02/2024,216a269f-65f9-4c21-8b5a-aead377717f3,GE 299,Windows,24500,14,4,98000,10
29/02/2024,2ec8374c-2898-4d99-ba50-479f446fd759,GE 166,Windows,15500,14,2,31000,12
29/02/2024,8fe30126-021d-4823-a675-9e1f929f2926,GE 232,Windows,10500,16,1,10500,15
29/02/2024,f3612a9a-f658-4eaf-bb03-13b68dea493e,GE 242,Canopy,29900,16,5,149500,11
29/02/2024,8c222d94-46c7-4051-a465-ee073f50fb57,GE 139,Canopy,30900,13,8,247200,5
29/02/2024,63864ea6-eb45-4a8c-be75-51e170f483b8,GE 240,Railings,25000,12,3,75000,9
29/02/2024,12516a01-4422-47b7-baa8-cd8114dd57cd,GE 245,Railings,29000,8,5,145000,3
29/02/2024,b5f2fc3d-3360-477d-829c-86ce2fc68a37,GE 246,Railings,29000,14,1,29000,13
29/02/2024,ef55b232-c0fa-4fa5-aae4-500f08643b10,GE 275,Curtain Wall,30500,17,5,152500,12
29/02/2024,c96ec18d-fbf9-48a1-83e5-05a68a227a7f,GE 195,Sliding,25000,11,2,50000,9
29/02/2024,f3612a9a-f658-4eaf-bb03-13b68dea493e,GE 243,Sliding,29000,18,4,116000,14
29/02/2024,de61d4ef-b3e7-49fa-824e-e2770097cd85,GE 192,Sliding,27500,17,1,27500,16
29/02/2024,fcdb2da0-0c77-44f3-8a05-d2a349b5a763,GE 75,Doors,28000,14,5,140000,9
29/02/2024,f22b8e3a-64a0-4f01-8977-721ecba85cce,GE 125,Doors,18000,10,7,126000,3
29/02/2024,86de73fe-1591-4fbe-9df5-33afede89921,GE 142,Doors,13500,8,3,40500,5
29/02/2024,94d632d2-74cd-456f-a632-cca1c5242f5e,GE 68,Doors,12000,12,3,36000,9
29/02/2024,07259106-c125-42f6-b701-0592a48bc669,GE 172,Doors,15000,15,7,105000,8
29/02/2024,04d35512-cec6-4e48-864e-4d5b6d08684d,GE 211,Doors,20000,10,3,60000,7
29/02/2024,7f66913b-cf98-4cd9-b556-8d87a7c81149,GE 89,Doors,15000,18,4,60000,14
29/02/2024,bab30b58-c96f-4634-9360-24b3d6cfed3a,GE 210,Doors,18000,11,5,90000,6
29/02/2024,50cc8925-653e-43d6-81c4-a48837225986,GE 90,Doors,18500,9,8,148000,1
29/02/2024,460012e9-0330-49a1-b02f-c89101310a7c,GE 255,Doors,20500,12,8,164000,4
29/02/2024,946c62b7-ced8-42ca-b8d7-fd8149781b85,GE 230,Doors,18500,10,2,37000,8
29/02/2024,3413b9e8-2970-4779-bb38-00b66378bf4c,GE 44,Doors,25900,10,3,77700,7
29/02/2024,9abc5851-c541-481b-b608-a8fd014cd5fe,GE 46,Doors,15500,15,4,62000,11
30/04/2022,60bad51b-32e6-4611-989a-892f63ea1721,GE 55,Doors,15000,9,3,45000,6
30/04/2022,01ffe34c-f81a-4674-8dcd-1582d59b0288,GE 53,Doors,18500,8,5,92500,3
30/04/2022,bfcd436f-18f8-4297-9931-36c1e5670d60,GE 120,Window,16000,12,4,64000,8
